,F1_sum_vector_magnitude,F2_orientation_angle,F3_std_magnitude,Situation,window_start_index
2755,58.77,1.98,25.14,Fall,275500
2756,39.55,1.8,24.28,Fall,275600
2757,61.85,1.9,71.39,Fall,275700
2758,75.04,2.0,73.04,Fall,275800
2759,53.1,1.86,25.6,Fall,275900
2760,49.46,1.89,15.53,Fall,276000
2761,54.77,1.86,18.34,Fall,276100
2762,53.55,1.86,13.25,Fall,276200
2763,47.94,1.99,8.98,Fall,276300
2764,51.63,1.93,18.65,Fall,276400
2765,58.7,1.82,31.06,Fall,276500
2766,139.48,1.78,105.23,Fall,276600
2767,295.26,1.59,125.92,Fall,276700
2768,372.09,1.61,129.25,Fall,276800
2769,334.83,1.8,106.57,Fall,276900
2770,285.86,1.71,60.09,Fall,277000
2771,400.34,1.72,187.08,Fall,277100
2772,1028.51,2.02,762.41,Fall,277200
2773,1811.0,2.23,1550.53,Fall,277300
2774,1179.57,1.7,1441.75,Fall,277400
2775,178.75,1.35,239.12,Fall,277500
2776,83.51,1.57,65.55,Fall,277600
2777,64.0,1.76,31.53,Fall,277700
2778,51.33,1.98,11.94,Fall,277800
2779,48.85,2.03,8.77,Fall,277900
2780,49.41,2.01,8.0,Fall,278000
2781,51.06,2.05,6.89,Fall,278100
2782,50.79,2.07,5.43,Fall,278200
2783,46.82,1.96,13.15,Fall,278300
2784,47.32,1.79,13.41,Fall,278400
2785,49.94,1.84,9.81,Fall,278500
2786,44.08,1.8,20.13,Fall,278600
2787,41.91,1.84,21.01,Fall,278700
2788,56.76,1.92,42.51,Fall,278800
2789,118.86,1.37,124.43,Fall,278900
2790,179.56,1.55,164.32,Fall,279000
2791,156.88,1.71,137.66,Fall,279100
2792,101.72,1.53,99.3,Fall,279200
2793,65.35,1.65,51.08,Fall,279300
2794,231.67,0.85,230.65,Fall,279400
2795,283.03,0.96,252.11,Fall,279500
2796,148.17,2.27,143.17,Fall,279600
2797,164.53,2.82,59.38,Fall,279700
2798,239.33,2.48,151.91,Fall,279800
2799,257.46,2.26,137.41,Fall,279900
2800,234.25,2.32,128.46,Fall,280000
2801,319.25,2.04,224.55,Fall,280100
2802,372.1,1.78,383.23,Fall,280200
2803,1174.19,1.71,1150.34,Fall,280300
2804,1652.54,1.58,1127.51,Fall,280400
2805,1014.64,1.62,1278.21,Fall,280500
2806,508.82,1.78,563.59,Fall,280600
2807,186.86,1.62,188.95,Fall,280700
2808,65.0,1.75,74.02,Fall,280800
2809,52.47,2.08,15.19,Fall,280900
2810,44.93,2.0,16.65,Fall,281000
2811,43.59,1.96,13.8,Fall,281100
2812,52.45,1.95,12.35,Fall,281200
2813,57.12,1.92,15.0,Fall,281300
2814,67.96,1.94,42.91,Fall,281400
2815,63.9,1.99,43.33,Fall,281500
2816,59.45,1.98,36.09,Fall,281600
2817,61.24,2.0,34.89,Fall,281700
2818,48.0,2.09,20.03,Fall,281800
2819,46.8,1.98,18.63,Fall,281900
2820,49.89,1.9,8.75,Fall,282000
2821,45.51,2.04,7.94,Fall,282100
2822,41.29,2.08,24.73,Fall,282200
2823,55.75,1.98,60.08,Fall,282300
2824,83.95,2.09,73.95,Fall,282400
2825,82.58,1.99,39.35,Fall,282500
2826,71.12,1.61,31.31,Fall,282600
2827,291.88,1.68,309.93,Fall,282700
2828,474.49,1.7,258.59,Fall,282800
2829,345.45,1.89,322.1,Fall,282900
2830,945.88,2.05,1191.72,Fall,283000
2831,1175.7,1.63,1145.94,Fall,283100
2832,486.04,1.48,501.14,Fall,283200
2833,184.61,1.81,206.81,Fall,283300
2834,90.97,1.92,79.46,Fall,283400
2835,84.75,1.87,34.79,Fall,283500
2836,71.46,2.15,57.9,Fall,283600
2837,38.58,2.16,36.83,Fall,283700
2838,39.42,1.96,30.85,Fall,283800
2839,51.45,2.0,20.72,Fall,283900
2840,51.97,2.21,19.93,Fall,284000
2841,44.01,2.28,18.23,Fall,284100
2842,45.44,2.01,15.74,Fall,284200
2843,48.86,1.97,16.32,Fall,284300
2844,42.91,2.17,22.96,Fall,284400
2845,39.78,2.14,20.73,Fall,284500
2846,45.22,1.9,20.03,Fall,284600
2847,54.04,1.8,19.99,Fall,284700
2848,50.86,1.87,13.23,Fall,284800
2849,50.6,1.93,10.67,Fall,284900
2850,50.16,1.94,11.04,Fall,285000
2851,41.29,2.0,6.83,Fall,285100
2852,43.03,1.93,9.96,Fall,285200
2853,54.91,1.87,15.75,Fall,285300
2854,59.55,1.88,17.41,Fall,285400
2855,52.9,1.89,13.58,Fall,285500
2856,48.57,1.74,18.1,Fall,285600
2857,54.78,1.56,19.95,Fall,285700
2858,61.19,1.94,50.52,Fall,285800
2859,96.72,1.84,101.3,Fall,285900
2860,165.7,1.45,123.93,Fall,286000
2861,318.9,1.71,235.89,Fall,286100
2862,404.05,1.71,221.37,Fall,286200
2863,319.59,1.55,119.42,Fall,286300
2864,261.93,1.94,200.1,Fall,286400
2865,841.13,2.03,1092.22,Fall,286500
2866,1254.7,1.71,861.6,Fall,286600
2867,621.82,1.66,546.64,Fall,286700
2868,111.12,1.85,144.26,Fall,286800
2869,68.15,1.97,30.54,Fall,286900
2870,59.85,1.96,32.68,Fall,287000
2871,42.77,2.15,31.51,Fall,287100
2872,88.09,2.09,85.64,Fall,287200
2873,101.96,1.85,75.03,Fall,287300
2874,57.95,1.83,34.81,Fall,287400
2875,40.76,1.88,16.8,Fall,287500
2876,31.22,2.13,13.87,Fall,287600
2877,37.09,2.13,16.49,Fall,287700
2878,49.62,1.9,11.09,Fall,287800
2879,50.1,1.92,9.48,Fall,287900
2880,46.66,2.06,10.27,Fall,288000
2881,46.22,2.08,15.09,Fall,288100
2882,54.02,1.82,21.23,Fall,288200
2883,59.07,1.88,18.91,Fall,288300
2884,53.22,2.1,11.51,Fall,288400
2885,78.3,2.29,53.92,Fall,288500
2886,166.42,1.8,181.15,Fall,288600
2887,223.44,1.48,211.38,Fall,288700
2888,353.97,1.7,230.74,Fall,288800
2889,502.0,1.66,209.81,Fall,288900
2890,639.8,1.78,741.47,Fall,289000
2891,1915.35,1.68,1627.14,Fall,289100
2892,1749.04,1.58,1966.13,Fall,289200
2893,272.55,1.49,355.34,Fall,289300
2894,76.65,1.64,104.71,Fall,289400
2895,43.01,1.77,30.13,Fall,289500
2896,53.39,1.77,14.6,Fall,289600
2897,55.5,1.98,17.36,Fall,289700
2898,50.1,2.08,17.59,Fall,289800
2899,45.01,2.06,12.89,Fall,289900
2900,41.4,2.06,10.56,Fall,290000
2901,43.11,2.03,10.49,Fall,290100
2902,52.84,1.98,11.21,Fall,290200
2903,53.0,1.93,9.71,Fall,290300
2904,45.8,1.92,6.04,Fall,290400
2905,44.02,1.93,6.57,Fall,290500
2906,43.19,1.93,7.43,Fall,290600
2907,46.57,1.93,9.04,Fall,290700
2908,47.4,1.94,9.67,Fall,290800
2909,53.54,1.82,51.35,Fall,290900
2910,65.44,1.9,67.66,Fall,291000
2911,77.86,1.9,65.24,Fall,291100
2912,74.74,1.8,34.55,Fall,291200
2913,55.31,1.85,13.15,Fall,291300
2914,48.35,2.07,15.58,Fall,291400
2915,68.7,2.1,37.28,Fall,291500
2916,75.21,1.72,29.47,Fall,291600
2917,60.44,1.81,18.25,Fall,291700
2918,52.21,1.78,21.74,Fall,291800
2919,41.07,1.77,19.2,Fall,291900
2920,271.51,1.83,327.57,Fall,292000
2921,557.77,1.67,350.39,Fall,292100
2922,940.28,1.82,1469.7,Fall,292200
2923,1477.93,1.85,1488.38,Fall,292300
2924,1197.29,1.78,1096.42,Fall,292400
2925,419.58,1.64,465.65,Fall,292500
2926,127.68,1.77,124.43,Fall,292600
2927,118.23,1.92,126.37,Fall,292700
2928,94.53,1.72,94.57,Fall,292800
2929,58.37,1.88,67.7,Fall,292900
2930,51.64,2.05,49.24,Fall,293000
2931,76.19,1.98,59.08,Fall,293100
2932,60.46,2.15,47.2,Fall,293200
2933,33.83,2.43,18.9,Fall,293300
2934,35.2,2.38,25.21,Fall,293400
2935,41.35,2.15,25.48,Fall,293500
2936,45.68,1.98,15.46,Fall,293600
2937,53.22,1.92,18.48,Fall,293700
2938,67.67,1.87,24.52,Fall,293800
2939,68.75,1.65,37.48,Fall,293900
2940,73.83,0.98,47.61,Fall,294000
2941,77.72,0.85,34.96,Fall,294100
2942,64.55,1.5,27.26,Fall,294200
2943,67.49,2.01,40.22,Fall,294300
2944,65.77,2.15,38.91,Fall,294400
2945,49.83,2.06,18.78,Fall,294500
2946,59.73,2.29,60.18,Fall,294600
2947,179.66,2.32,186.63,Fall,294700
2948,326.25,2.11,230.46,Fall,294800
2949,635.98,1.94,797.28,Fall,294900
2950,1658.86,1.65,1473.97,Fall,295000
2951,1630.32,1.62,1770.01,Fall,295100
2952,518.03,1.29,616.18,Fall,295200
2953,118.11,0.97,132.87,Fall,295300
2954,44.66,1.25,36.36,Fall,295400
2955,44.79,1.53,14.15,Fall,295500
2956,47.95,1.69,12.09,Fall,295600
2957,42.06,1.76,12.85,Fall,295700
2958,43.0,1.76,13.54,Fall,295800
2959,48.06,1.71,11.15,Fall,295900
2960,49.47,1.76,9.69,Fall,296000
2961,50.5,1.9,6.58,Fall,296100
2962,49.83,1.86,18.92,Fall,296200
2963,49.47,1.83,19.2,Fall,296300
2964,49.04,1.9,7.47,Fall,296400
2965,52.33,1.9,9.4,Fall,296500
2966,50.13,1.92,10.84,Fall,296600
2967,46.19,1.91,6.67,Fall,296700
2968,46.59,1.84,24.26,Fall,296800
2969,71.38,2.11,60.9,Fall,296900
2970,87.84,2.24,58.79,Fall,297000
2971,75.43,1.97,36.12,Fall,297100
2972,104.56,2.33,66.44,Fall,297200
2973,144.09,2.71,41.42,Fall,297300
2974,194.9,2.64,103.59,Fall,297400
2975,201.88,1.53,208.69,Fall,297500
2976,138.87,0.7,76.99,Fall,297600
2977,86.13,1.35,67.84,Fall,297700
2978,62.39,1.94,42.66,Fall,297800
2979,119.9,1.9,131.26,Fall,297900
2980,302.12,1.72,218.72,Fall,298000
2981,345.73,2.03,222.23,Fall,298100
2982,500.31,1.84,546.24,Fall,298200
2983,1778.64,1.39,1395.38,Fall,298300
2984,1825.38,1.84,1811.63,Fall,298400
2985,525.1,1.77,647.31,Fall,298500
2986,141.27,1.21,165.92,Fall,298600
2987,54.05,1.37,42.62,Fall,298700
2988,59.13,1.88,45.14,Fall,298800
2989,62.27,1.84,48.04,Fall,298900
2990,47.93,1.64,21.92,Fall,299000
2991,41.68,1.82,10.34,Fall,299100
2992,48.41,1.65,34.3,Fall,299200
2993,58.71,1.69,41.58,Fall,299300
2994,50.72,1.89,25.1,Fall,299400
2995,44.17,1.86,7.44,Fall,299500
2996,47.03,1.86,6.11,Fall,299600
2997,49.49,1.91,4.83,Fall,299700
2998,48.0,1.93,4.52,Fall,299800
2999,43.38,1.81,9.38,Fall,299900
3000,46.29,1.94,24.04,Fall,300000
3001,55.85,2.21,23.26,Fall,300100
3002,50.23,2.07,18.87,Fall,300200
3003,45.61,2.04,9.97,Fall,300300
3004,54.85,2.11,10.23,Fall,300400
3005,56.46,1.97,16.41,Fall,300500
3006,106.16,1.98,105.97,Fall,300600
3007,159.7,1.89,119.58,Fall,300700
3008,212.54,2.08,175.08,Fall,300800
3009,587.55,1.82,794.3,Fall,300900
3010,1665.13,1.39,1534.97,Fall,301000
3011,1477.93,1.65,1682.57,Fall,301100
3012,322.47,1.44,412.46,Fall,301200
3013,93.56,1.41,94.84,Fall,301300
3014,63.92,1.52,45.11,Fall,301400
3015,49.95,1.41,29.87,Fall,301500
3016,53.12,1.66,21.92,Fall,301600
3017,55.5,1.78,26.9,Fall,301700
3018,48.31,1.64,26.35,Fall,301800
3019,45.33,1.53,13.35,Fall,301900
3020,45.77,1.54,11.54,Fall,302000
3021,44.43,1.7,7.79,Fall,302100
3022,47.13,1.78,5.67,Fall,302200
3023,47.55,1.83,5.63,Fall,302300
3024,50.27,1.91,7.99,Fall,302400
3025,69.31,2.26,36.58,Fall,302500
3026,84.52,2.47,49.08,Fall,302600
3027,73.13,2.2,54.27,Fall,302700
3028,59.58,2.02,29.52,Fall,302800
3029,61.18,2.4,31.01,Fall,302900
3030,84.9,2.51,61.54,Fall,303000
3031,91.41,1.78,78.54,Fall,303100
3032,97.72,0.82,71.51,Fall,303200
3033,77.54,0.9,73.17,Fall,303300
3034,43.52,1.89,29.45,Fall,303400
3035,51.85,2.05,21.74,Fall,303500
3036,108.38,1.89,84.16,Fall,303600
3037,232.94,2.09,155.15,Fall,303700
3038,288.65,1.82,168.74,Fall,303800
3039,267.25,1.42,163.14,Fall,303900
3040,799.39,1.5,1085.09,Fall,304000
3041,1849.06,1.52,1629.87,Fall,304100
3042,1470.53,1.64,1737.59,Fall,304200
3043,354.76,1.55,433.26,Fall,304300
3044,98.37,1.26,114.9,Fall,304400
3045,59.03,1.43,39.59,Fall,304500
3046,48.31,1.65,18.86,Fall,304600
3047,46.21,1.72,7.7,Fall,304700
3048,45.55,1.72,8.68,Fall,304800
3049,46.27,1.72,9.04,Fall,304900
3050,47.92,1.78,5.78,Fall,305000
3051,48.59,1.86,12.34,Fall,305100
3052,49.69,1.95,12.66,Fall,305200
3053,48.47,1.91,6.42,Fall,305300
3054,45.94,1.87,4.14,Fall,305400
3055,47.11,1.88,4.2,Fall,305500
3056,50.55,1.9,4.65,Fall,305600
3057,49.94,1.95,6.5,Fall,305700
3058,48.41,1.87,13.73,Fall,305800
3059,109.38,1.14,109.07,Fall,305900
3060,131.02,0.81,102.3,Fall,306000
3061,98.78,1.31,77.42,Fall,306100
3062,138.03,2.03,130.32,Fall,306200
3063,117.22,2.41,103.47,Fall,306300
3064,68.64,1.69,67.98,Fall,306400
3065,113.08,0.69,89.31,Fall,306500
3066,157.67,0.38,85.64,Fall,306600
3067,248.82,1.34,276.43,Fall,306700
3068,364.15,1.95,255.65,Fall,306800
3069,308.92,1.89,174.47,Fall,306900
3070,306.57,1.95,280.09,Fall,307000
3071,1240.9,1.57,1420.31,Fall,307100
3072,1988.21,1.46,1522.87,Fall,307200
3073,1164.45,1.5,1326.54,Fall,307300
3074,277.5,1.53,381.41,Fall,307400
3075,82.95,1.72,90.34,Fall,307500
3076,54.36,1.76,26.88,Fall,307600
3077,52.25,1.76,23.94,Fall,307700
3078,56.24,1.89,20.41,Fall,307800
3079,54.49,1.93,17.84,Fall,307900
3080,40.01,1.88,13.66,Fall,308000
3081,36.83,1.8,12.95,Fall,308100
3082,44.11,1.7,8.31,Fall,308200
3083,47.12,1.47,12.79,Fall,308300
3084,47.75,1.53,15.22,Fall,308400
3085,49.7,1.81,6.5,Fall,308500
3086,48.93,1.82,6.83,Fall,308600
3087,47.05,1.86,7.03,Fall,308700
3088,48.14,1.91,5.79,Fall,308800
3089,41.96,2.01,11.71,Fall,308900
3090,40.98,2.05,34.89,Fall,309000
3091,41.26,2.02,33.91,Fall,309100
3092,43.2,1.97,15.04,Fall,309200
3093,50.22,1.89,9.72,Fall,309300
3094,96.21,1.76,64.24,Fall,309400
3095,177.32,1.72,97.59,Fall,309500
3096,224.67,1.77,110.22,Fall,309600
3097,537.41,1.55,412.66,Fall,309700
3098,1330.71,1.15,967.5,Fall,309800
3099,1784.48,0.96,1380.56,Fall,309900
3100,1125.62,1.65,1351.22,Fall,310000
3101,304.95,1.68,369.64,Fall,310100
3102,73.46,1.32,81.13,Fall,310200
3103,41.84,1.76,18.97,Fall,310300
3104,42.07,1.85,10.68,Fall,310400
3105,40.47,1.86,6.24,Fall,310500
3106,36.89,1.85,8.57,Fall,310600
3107,46.74,2.06,25.12,Fall,310700
3108,52.53,2.03,24.99,Fall,310800
3109,46.43,1.82,7.35,Fall,310900
3110,43.63,1.83,15.28,Fall,311000
3111,53.73,1.88,22.38,Fall,311100
3112,57.7,1.9,16.05,Fall,311200
3113,49.25,1.89,10.24,Fall,311300
3114,48.3,1.9,9.17,Fall,311400
3115,47.09,1.86,9.17,Fall,311500
3116,44.75,1.9,10.39,Fall,311600
3117,45.4,1.92,7.09,Fall,311700
3118,48.43,1.92,4.68,Fall,311800
3119,48.32,1.98,11.53,Fall,311900
3120,48.83,1.97,11.79,Fall,312000
3121,48.01,1.95,5.73,Fall,312100
3122,49.28,1.94,6.22,Fall,312200
3123,53.56,1.86,5.21,Fall,312300
3124,54.42,1.84,5.8,Fall,312400
3125,49.53,1.93,8.03,Fall,312500
3126,46.83,1.97,4.27,Fall,312600
3127,41.42,2.1,28.75,Fall,312700
3128,47.01,2.08,41.64,Fall,312800
3129,198.26,1.84,188.97,Fall,312900
3130,912.2,2.02,759.66,Fall,313000
3131,2138.1,2.31,1753.3,Fall,313100
3132,2026.26,1.83,2212.91,Fall,313200
3133,776.68,1.51,1167.8,Fall,313300
3134,176.82,1.58,254.6,Fall,313400
3135,64.35,1.71,53.22,Fall,313500
3136,63.97,2.04,38.96,Fall,313600
3137,58.7,2.0,25.18,Fall,313700
3138,53.94,1.92,20.31,Fall,313800
3139,60.64,1.91,31.34,Fall,313900
3140,58.04,1.98,32.91,Fall,314000
3141,47.26,2.09,16.88,Fall,314100
3142,46.1,2.01,7.18,Fall,314200
3143,51.08,1.97,9.88,Fall,314300
3144,49.32,1.98,10.93,Fall,314400
3145,48.38,1.95,14.39,Fall,314500
3146,52.11,1.95,15.2,Fall,314600
3147,45.68,2.04,13.62,Fall,314700
3148,48.88,2.03,17.51,Fall,314800
3149,84.4,1.9,91.61,Fall,314900
3150,83.21,1.9,90.68,Fall,315000
3151,55.4,1.9,18.96,Fall,315100
3152,63.77,1.85,19.74,Fall,315200
3153,59.78,1.89,19.67,Fall,315300
3154,52.22,1.94,15.47,Fall,315400
3155,45.5,2.01,17.35,Fall,315500
3156,43.94,1.98,13.23,Fall,315600
3157,61.46,1.87,17.33,Fall,315700
3158,95.37,1.87,32.49,Fall,315800
3159,205.8,1.84,112.94,Fall,315900
3160,502.31,1.8,259.52,Fall,316000
3161,1303.26,2.09,1225.25,Fall,316100
3162,2262.92,2.37,1948.4,Fall,316200
3163,1660.02,1.73,1987.14,Fall,316300
3164,431.91,1.39,540.65,Fall,316400
3165,126.38,1.58,140.61,Fall,316500
3166,83.82,1.65,57.25,Fall,316600
3167,78.32,1.93,51.13,Fall,316700
3168,65.04,2.03,18.35,Fall,316800
3169,65.75,2.03,15.65,Fall,316900
3170,59.71,2.09,15.98,Fall,317000
3171,52.91,2.07,13.09,Fall,317100
3172,50.71,2.0,10.48,Fall,317200
3173,46.56,1.98,19.27,Fall,317300
3174,44.27,1.98,19.02,Fall,317400
3175,47.31,1.9,15.64,Fall,317500
3176,50.22,1.82,14.47,Fall,317600
3177,52.59,1.7,16.84,Fall,317700
3178,53.93,1.73,21.04,Fall,317800
3179,49.16,1.95,14.06,Fall,317900
3180,47.26,1.96,5.03,Fall,318000
3181,49.46,1.92,3.62,Fall,318100
3182,49.79,1.9,5.01,Fall,318200
3183,49.03,1.9,6.38,Fall,318300
3184,44.53,1.95,6.32,Fall,318400
3185,41.9,1.99,4.4,Fall,318500
3186,46.35,1.96,6.26,Fall,318600
3187,51.09,1.92,3.38,Fall,318700
3188,58.62,1.85,8.67,Fall,318800
3189,94.7,1.74,44.19,Fall,318900
3190,313.04,1.51,258.21,Fall,319000
3191,872.55,1.35,469.23,Fall,319100
3192,1416.19,1.66,1356.66,Fall,319200
3193,1744.97,2.08,1775.87,Fall,319300
3194,1672.99,2.02,1637.49,Fall,319400
3195,910.88,1.79,1253.41,Fall,319500
3196,235.71,1.68,300.16,Fall,319600
3197,72.76,1.7,51.37,Fall,319700
3198,51.26,1.62,23.97,Fall,319800
3199,55.54,1.56,36.68,Fall,319900
3200,56.29,1.84,35.03,Fall,320000
3201,53.45,1.97,17.91,Fall,320100
3202,54.09,2.07,26.01,Fall,320200
3203,54.52,2.05,25.92,Fall,320300
3204,53.37,1.94,19.47,Fall,320400
3205,49.0,2.07,16.9,Fall,320500
3206,44.82,2.12,13.62,Fall,320600
3207,46.85,1.92,17.36,Fall,320700
3208,50.96,1.91,17.81,Fall,320800
3209,49.64,2.01,12.44,Fall,320900
3210,48.56,1.94,3.89,Fall,321000
3211,50.04,1.93,5.44,Fall,321100
3212,51.0,1.96,17.6,Fall,321200
3213,46.61,2.03,19.51,Fall,321300
3214,42.87,2.02,10.19,Fall,321400
3215,41.66,2.02,9.23,Fall,321500
3216,43.99,1.98,11.07,Fall,321600
3217,53.68,2.0,40.86,Fall,321700
3218,57.49,2.03,56.62,Fall,321800
3219,63.07,1.43,67.6,Fall,321900
3220,136.91,1.35,114.41,Fall,322000
3221,382.01,1.55,265.94,Fall,322100
3222,751.91,1.33,328.57,Fall,322200
3223,1518.3,1.61,1232.42,Fall,322300
3224,1505.46,1.9,1519.98,Fall,322400
3225,1214.22,1.76,1382.08,Fall,322500
3226,828.7,1.65,1308.04,Fall,322600
3227,105.19,1.58,118.81,Fall,322700
3228,62.19,1.81,30.44,Fall,322800
3229,63.91,1.88,29.54,Fall,322900
3230,61.92,1.43,29.09,Fall,323000
3231,56.82,1.51,24.64,Fall,323100
3232,56.83,1.85,16.94,Fall,323200
3233,65.67,1.93,22.01,Fall,323300
3234,62.8,1.91,19.03,Fall,323400
3235,52.2,1.85,6.65,Fall,323500
3236,52.5,1.92,10.02,Fall,323600
3237,51.06,1.82,14.68,Fall,323700
3238,45.33,1.58,13.58,Fall,323800
3239,47.82,1.67,15.79,Fall,323900
3240,54.45,1.85,12.62,Fall,324000
3241,51.4,1.9,9.25,Fall,324100
3242,47.99,1.94,7.53,Fall,324200
3243,45.77,1.97,7.08,Fall,324300
3244,41.03,2.13,12.28,Fall,324400
3245,41.62,2.13,12.18,Fall,324500
3246,56.3,1.88,17.97,Fall,324600
3247,69.06,1.72,22.01,Fall,324700
3248,76.21,1.79,76.49,Fall,324800
3249,120.12,1.92,92.08,Fall,324900
3250,242.73,2.07,164.08,Fall,325000
3251,549.01,2.32,338.71,Fall,325100
3252,1396.95,2.1,1247.62,Fall,325200
3253,1545.06,1.32,1631.56,Fall,325300
3254,602.04,1.01,728.39,Fall,325400
3255,96.14,1.19,101.7,Fall,325500
3256,53.38,1.41,31.54,Fall,325600
3257,51.28,1.56,44.74,Fall,325700
3258,65.56,1.6,56.76,Fall,325800
3259,69.58,1.81,36.93,Fall,325900
3260,73.13,1.73,64.01,Fall,326000
3261,69.17,1.65,59.63,Fall,326100
3262,51.16,1.85,10.83,Fall,326200
3263,50.07,1.89,7.76,Fall,326300
3264,48.76,1.87,6.27,Fall,326400
3265,48.44,1.88,5.71,Fall,326500
3266,49.71,1.91,6.69,Fall,326600
3267,50.1,1.94,5.62,Fall,326700
3268,48.33,1.93,8.21,Fall,326800
3269,42.16,1.95,13.45,Fall,326900
3270,39.16,2.06,13.58,Fall,327000
3271,38.47,2.13,12.94,Fall,327100
3272,42.27,2.08,13.92,Fall,327200
3273,43.23,1.97,14.72,Fall,327300
3274,34.94,1.97,13.82,Fall,327400
3275,46.0,1.89,33.39,Fall,327500
3276,66.1,1.8,40.54,Fall,327600
3277,52.62,1.86,43.8,Fall,327700
3278,81.35,1.76,87.43,Fall,327800
3279,327.68,1.68,222.33,Fall,327900
3280,849.07,1.69,421.7,Fall,328000
3281,1086.1,1.57,966.84,Fall,328100
3282,748.34,1.71,883.16,Fall,328200
3283,417.23,1.73,381.66,Fall,328300
3284,230.16,1.47,263.73,Fall,328400
3285,88.44,1.79,98.44,Fall,328500
3286,59.39,2.02,40.46,Fall,328600
3287,56.2,1.89,22.1,Fall,328700
3288,45.28,1.97,17.16,Fall,328800
3289,44.85,1.97,17.64,Fall,328900
3290,50.16,1.89,15.99,Fall,329000
3291,61.89,1.83,27.46,Fall,329100
3292,62.61,1.87,40.32,Fall,329200
3293,48.56,1.97,30.69,Fall,329300
3294,44.39,1.95,10.72,Fall,329400
3295,46.69,2.03,12.68,Fall,329500
3296,43.32,2.03,12.27,Fall,329600
3297,43.94,1.91,10.33,Fall,329700
3298,51.34,1.88,12.53,Fall,329800
3299,56.0,1.93,15.85,Fall,329900
3300,54.94,1.96,18.76,Fall,330000
3301,54.82,1.88,26.19,Fall,330100
3302,67.67,1.77,34.02,Fall,330200
3303,71.06,1.73,22.2,Fall,330300
3304,59.26,1.84,22.21,Fall,330400
3305,54.78,1.96,30.7,Fall,330500
3306,52.57,2.02,36.83,Fall,330600
3307,49.15,1.99,28.94,Fall,330700
3308,54.99,1.92,21.33,Fall,330800
3309,54.59,1.96,27.32,Fall,330900
3310,53.18,1.92,32.61,Fall,331000
3311,48.41,2.19,45.34,Fall,331100
3312,192.9,2.03,193.02,Fall,331200
3313,432.11,1.53,228.93,Fall,331300
3314,747.15,1.65,390.35,Fall,331400
3315,1019.32,1.74,748.34,Fall,331500
3316,799.42,1.56,955.64,Fall,331600
3317,385.57,1.26,465.68,Fall,331700
3318,244.61,1.77,266.28,Fall,331800
3319,311.5,2.6,196.74,Fall,331900
3320,261.69,1.99,241.48,Fall,332000
3321,110.58,1.54,129.76,Fall,332100
3322,64.93,1.86,36.61,Fall,332200
3323,61.58,1.89,27.94,Fall,332300
3324,52.54,1.98,24.07,Fall,332400
3325,47.2,2.11,13.51,Fall,332500
3326,46.24,2.1,10.77,Fall,332600
3327,46.35,2.0,9.78,Fall,332700
3328,45.77,1.94,20.26,Fall,332800
3329,39.49,2.04,27.43,Fall,332900
3330,33.67,2.11,19.9,Fall,333000
3331,42.54,2.02,23.99,Fall,333100
3332,50.16,1.99,23.18,Fall,333200
3333,44.27,2.03,28.47,Fall,333300
3334,40.59,2.09,26.08,Fall,333400
3335,41.54,2.09,24.66,Fall,333500
3336,47.62,1.89,35.25,Fall,333600
3337,48.23,1.89,34.34,Fall,333700
3338,47.25,2.05,23.02,Fall,333800
3339,47.47,2.07,36.89,Fall,333900
3340,77.54,1.92,71.26,Fall,334000
3341,143.34,1.74,60.69,Fall,334100
3342,141.84,1.83,75.83,Fall,334200
3343,112.5,1.76,111.79,Fall,334300
3344,157.38,1.82,141.48,Fall,334400
3345,368.59,1.81,219.14,Fall,334500
3346,875.72,1.66,453.97,Fall,334600
3347,1063.5,1.74,1068.94,Fall,334700
3348,605.46,1.63,757.07,Fall,334800
3349,164.77,1.57,295.2,Fall,334900
3350,35.83,1.68,16.51,Fall,335000
3351,41.93,1.78,9.45,Fall,335100
3352,45.15,1.89,9.37,Fall,335200
3353,51.37,1.91,12.04,Fall,335300
3354,54.01,1.89,8.39,Fall,335400
3355,46.28,1.94,8.18,Fall,335500
3356,41.96,1.96,5.94,Fall,335600
3357,41.75,1.95,8.75,Fall,335700
3358,47.81,1.94,11.04,Fall,335800
3359,58.49,1.93,20.03,Fall,335900
3360,57.08,1.93,30.3,Fall,336000
3361,50.66,1.95,26.12,Fall,336100
3362,45.83,2.02,20.3,Fall,336200
3363,41.39,2.05,18.09,Fall,336300
3364,42.45,2.02,16.74,Fall,336400
3365,46.86,2.07,34.67,Fall,336500
3366,47.2,2.03,39.7,Fall,336600
3367,82.29,1.89,70.74,Fall,336700
3368,93.24,1.86,66.45,Fall,336800
3369,50.82,1.98,28.77,Fall,336900
3370,49.79,2.19,53.78,Fall,337000
3371,224.42,1.97,191.71,Fall,337100
3372,331.36,1.63,198.06,Fall,337200
3373,324.17,1.54,178.27,Fall,337300
3374,495.58,1.61,219.58,Fall,337400
3375,934.56,1.8,658.05,Fall,337500
3376,1237.71,1.67,1490.75,Fall,337600
3377,672.3,1.48,1195.86,Fall,337700
3378,80.34,1.57,108.65,Fall,337800
3379,48.07,1.73,11.44,Fall,337900
3380,50.71,1.87,6.96,Fall,338000
3381,46.92,1.94,8.01,Fall,338100
3382,44.13,1.96,8.07,Fall,338200
3383,44.9,1.93,8.16,Fall,338300
3384,51.07,1.89,7.72,Fall,338400
