,F1_sum_vector_magnitude,F2_orientation_angle,F3_std_magnitude,Situation,window_start_index
3917,615.23,0.28,222.39,Fall,391700
3918,734.83,0.15,159.88,Fall,391800
3919,837.36,0.38,574.72,Fall,391900
3920,772.7,1.29,731.58,Fall,392000
3921,579.74,1.73,370.3,Fall,392100
3922,506.2,1.64,75.15,Fall,392200
3923,507.55,1.74,18.26,Fall,392300
3924,513.79,1.76,10.66,Fall,392400
3925,514.11,1.76,7.2,Fall,392500
3926,511.0,1.77,6.75,Fall,392600
3927,512.39,1.78,4.71,Fall,392700
3928,509.34,1.74,101.8,Fall,392800
3929,508.04,0.94,418.55,Fall,392900
3930,526.18,0.22,114.81,Fall,393000
3931,487.5,0.28,185.74,Fall,393100
3932,501.34,0.28,194.4,Fall,393200
3933,520.25,0.28,216.6,Fall,393300
3934,545.55,0.28,241.33,Fall,393400
3935,603.86,0.26,217.44,Fall,393500
3936,570.52,0.3,248.8,Fall,393600
3937,618.37,0.25,228.76,Fall,393700
3938,616.04,0.22,198.73,Fall,393800
3939,620.14,0.24,206.01,Fall,393900
3940,630.9,0.23,218.22,Fall,394000
3941,598.1,0.23,225.03,Fall,394100
3942,648.12,0.21,194.21,Fall,394200
3943,578.92,0.28,232.0,Fall,394300
3944,561.95,0.3,221.32,Fall,394400
3945,561.2,0.27,219.85,Fall,394500
3946,548.07,0.27,225.76,Fall,394600
3947,676.27,0.26,260.31,Fall,394700
3948,907.11,0.7,713.75,Fall,394800
3949,776.64,1.46,694.58,Fall,394900
3950,496.51,1.72,171.26,Fall,395000
3951,513.05,1.71,62.35,Fall,395100
3952,511.65,1.73,16.54,Fall,395200
3953,511.46,1.74,11.29,Fall,395300
3954,518.36,1.75,8.22,Fall,395400
3955,518.57,1.75,8.54,Fall,395500
3956,514.53,1.75,6.2,Fall,395600
3957,515.13,1.76,4.22,Fall,395700
3958,511.82,1.73,100.96,Fall,395800
3959,506.59,0.96,406.62,Fall,395900
3960,496.68,0.23,36.32,Fall,396000
3961,470.29,0.27,105.86,Fall,396100
3962,407.87,0.29,181.14,Fall,396200
3963,452.21,0.33,195.38,Fall,396300
3964,499.44,0.39,157.42,Fall,396400
3965,438.96,0.39,163.56,Fall,396500
3966,452.6,0.38,159.86,Fall,396600
3967,445.56,0.3,154.24,Fall,396700
3968,482.45,0.31,153.72,Fall,396800
3969,524.67,0.36,185.93,Fall,396900
3970,497.23,0.35,200.85,Fall,397000
3971,555.51,0.35,162.93,Fall,397100
3972,512.93,0.29,159.2,Fall,397200
3973,500.07,0.35,164.5,Fall,397300
3974,567.16,0.37,127.69,Fall,397400
3975,483.95,0.33,113.76,Fall,397500
3976,420.15,0.45,70.34,Fall,397600
3977,359.55,0.62,166.56,Fall,397700
3978,589.61,0.99,608.31,Fall,397800
3979,790.21,1.61,788.83,Fall,397900
3980,598.58,1.74,411.78,Fall,398000
3981,506.27,1.47,57.27,Fall,398100
3982,511.08,1.41,10.74,Fall,398200
3983,511.8,1.4,5.14,Fall,398300
3984,512.89,1.41,3.16,Fall,398400
3985,512.22,1.4,3.14,Fall,398500
3986,510.49,1.4,3.55,Fall,398600
3987,512.35,1.4,3.95,Fall,398700
3988,510.17,1.37,81.62,Fall,398800
3989,502.8,0.73,328.96,Fall,398900
3990,494.79,0.15,25.98,Fall,399000
3991,496.0,0.21,23.35,Fall,399100
3992,506.75,0.22,31.34,Fall,399200
3993,499.58,0.23,58.84,Fall,399300
3994,400.92,0.22,130.33,Fall,399400
3995,405.07,0.32,164.48,Fall,399500
3996,483.33,0.4,184.79,Fall,399600
3997,434.3,0.33,211.85,Fall,399700
3998,471.48,0.32,197.24,Fall,399800
3999,456.2,0.3,176.07,Fall,399900
4000,475.51,0.32,186.38,Fall,400000
4001,551.58,0.34,180.38,Fall,400100
4002,520.73,0.31,185.95,Fall,400200
4003,580.02,0.33,175.81,Fall,400300
4004,518.52,0.34,217.3,Fall,400400
4005,485.37,0.46,257.57,Fall,400500
4006,550.56,0.55,202.29,Fall,400600
4007,410.29,0.76,188.88,Fall,400700
4008,352.52,1.28,329.93,Fall,400800
4009,591.92,1.74,643.75,Fall,400900
4010,657.81,1.76,561.55,Fall,401000
4011,525.14,1.51,126.7,Fall,401100
4012,509.98,1.42,107.2,Fall,401200
4013,512.22,1.43,21.04,Fall,401300
4014,509.32,1.43,4.06,Fall,401400
4015,509.08,1.43,2.39,Fall,401500
4016,508.84,1.43,2.1,Fall,401600
4017,508.18,1.43,3.21,Fall,401700
4018,503.39,1.39,89.41,Fall,401800
4019,498.49,0.77,356.91,Fall,401900
4020,509.49,0.23,32.43,Fall,402000
4021,528.52,0.26,39.24,Fall,402100
4022,512.21,0.27,77.61,Fall,402200
4023,437.9,0.25,145.31,Fall,402300
4024,445.63,0.29,152.83,Fall,402400
4025,453.78,0.36,189.21,Fall,402500
4026,431.97,0.36,203.76,Fall,402600
4027,504.14,0.34,166.89,Fall,402700
4028,462.03,0.28,197.1,Fall,402800
4029,478.32,0.3,191.88,Fall,402900
4030,516.01,0.35,203.89,Fall,403000
4031,497.23,0.36,212.67,Fall,403100
4032,559.99,0.36,159.54,Fall,403200
4033,509.75,0.3,180.83,Fall,403300
4034,513.3,0.36,176.46,Fall,403400
4035,530.35,0.4,142.39,Fall,403500
4036,386.13,0.58,182.61,Fall,403600
4037,356.22,0.91,161.86,Fall,403700
4038,530.22,1.43,530.35,Fall,403800
4039,627.19,1.91,574.98,Fall,403900
4040,560.94,1.82,306.92,Fall,404000
4041,510.76,1.65,40.87,Fall,404100
4042,511.53,1.65,14.76,Fall,404200
4043,511.28,1.65,7.65,Fall,404300
4044,510.08,1.65,7.24,Fall,404400
4045,509.3,1.66,7.42,Fall,404500
4046,508.6,1.65,7.18,Fall,404600
4047,508.97,1.65,4.24,Fall,404700
4048,502.75,1.6,100.15,Fall,404800
4049,501.29,0.88,396.47,Fall,404900
4050,540.11,0.24,56.19,Fall,405000
4051,567.09,0.25,64.9,Fall,405100
4052,460.4,0.23,135.73,Fall,405200
4053,461.87,0.32,160.66,Fall,405300
4054,542.26,0.37,188.04,Fall,405400
4055,467.89,0.32,209.19,Fall,405500
4056,470.69,0.32,164.42,Fall,405600
4057,429.28,0.36,167.36,Fall,405700
4058,441.48,0.39,183.84,Fall,405800
4059,533.69,0.35,178.9,Fall,405900
4060,500.55,0.32,190.08,Fall,406000
4061,547.11,0.34,170.78,Fall,406100
4062,504.27,0.34,171.95,Fall,406200
4063,501.63,0.41,185.55,Fall,406300
4064,572.63,0.38,144.21,Fall,406400
4065,431.4,0.43,147.47,Fall,406500
4066,304.89,0.82,140.48,Fall,406600
4067,329.86,1.43,276.93,Fall,406700
4068,637.19,1.84,657.79,Fall,406800
4069,710.9,1.72,608.56,Fall,406900
4070,514.21,1.57,62.41,Fall,407000
4071,510.13,1.61,17.29,Fall,407100
4072,510.11,1.63,8.04,Fall,407200
4073,509.41,1.62,4.47,Fall,407300
4074,509.28,1.63,3.07,Fall,407400
4075,509.56,1.63,2.96,Fall,407500
4076,509.45,1.62,4.0,Fall,407600
4077,509.37,1.62,4.65,Fall,407700
4078,502.77,1.58,97.25,Fall,407800
4079,498.31,0.89,397.0,Fall,407900
4080,503.35,0.21,46.56,Fall,408000
4081,467.97,0.24,127.87,Fall,408100
4082,428.75,0.3,162.92,Fall,408200
4083,494.9,0.32,173.15,Fall,408300
4084,435.99,0.32,199.99,Fall,408400
4085,396.76,0.36,173.74,Fall,408500
4086,471.76,0.33,169.76,Fall,408600
4087,455.81,0.3,185.79,Fall,408700
4088,521.14,0.36,188.38,Fall,408800
4089,496.55,0.32,190.97,Fall,408900
4090,490.82,0.32,169.2,Fall,409000
4091,552.49,0.34,165.21,Fall,409100
4092,523.66,0.35,193.44,Fall,409200
4093,526.99,0.37,154.89,Fall,409300
4094,513.19,0.34,99.33,Fall,409400
4095,433.77,0.46,115.51,Fall,409500
4096,373.43,0.68,77.54,Fall,409600
4097,494.52,1.02,433.13,Fall,409700
4098,747.65,1.62,811.25,Fall,409800
4099,698.4,1.76,608.74,Fall,409900
4100,512.29,1.52,57.52,Fall,410000
4101,509.85,1.48,14.72,Fall,410100
4102,512.04,1.47,3.85,Fall,410200
4103,509.94,1.47,3.7,Fall,410300
4104,508.97,1.47,2.74,Fall,410400
4105,509.96,1.47,2.76,Fall,410500
4106,510.33,1.47,2.26,Fall,410600
4107,509.93,1.47,1.89,Fall,410700
4108,506.89,1.44,70.29,Fall,410800
4109,504.83,0.97,281.81,Fall,410900
4110,506.26,0.51,9.1,Fall,411000
4111,507.39,0.51,2.18,Fall,411100
4112,507.68,0.51,2.7,Fall,411200
4113,507.63,0.52,2.67,Fall,411300
4114,507.45,0.52,2.09,Fall,411400
4115,507.15,0.52,2.01,Fall,411500
4116,507.0,0.52,2.62,Fall,411600
4117,507.78,0.51,6.15,Fall,411700
4118,507.47,0.5,60.05,Fall,411800
4119,519.87,0.42,131.09,Fall,411900
4120,541.17,0.31,103.48,Fall,412000
4121,548.42,0.36,60.48,Fall,412100
4122,476.92,0.52,127.44,Fall,412200
4123,517.03,1.06,477.57,Fall,412300
4124,588.89,1.64,465.19,Fall,412400
4125,535.68,1.75,109.11,Fall,412500
4126,517.86,1.75,49.88,Fall,412600
4127,512.52,1.73,39.87,Fall,412700
4128,513.91,1.71,21.63,Fall,412800
4129,514.37,1.74,6.82,Fall,412900
4130,512.04,1.74,4.36,Fall,413000
4131,511.76,1.75,4.5,Fall,413100
4132,511.91,1.75,2.72,Fall,413200
4133,512.14,1.75,1.91,Fall,413300
4134,511.73,1.75,1.75,Fall,413400
4135,511.74,1.75,1.89,Fall,413500
4136,512.08,1.75,1.49,Fall,413600
4137,511.99,1.75,1.54,Fall,413700
4138,502.88,1.71,111.81,Fall,413800
4139,497.37,1.11,450.31,Fall,413900
4140,503.68,0.55,14.66,Fall,414000
4141,506.12,0.55,2.4,Fall,414100
4142,506.06,0.55,2.4,Fall,414200
4143,506.46,0.55,2.49,Fall,414300
4144,506.38,0.55,2.45,Fall,414400
4145,506.2,0.55,2.06,Fall,414500
4146,506.05,0.55,2.84,Fall,414600
4147,505.72,0.55,20.9,Fall,414700
4148,510.8,0.52,104.64,Fall,414800
4149,538.65,0.38,146.43,Fall,414900
4150,546.39,0.32,76.75,Fall,415000
4151,625.63,0.56,352.63,Fall,415100
4152,659.67,1.18,481.46,Fall,415200
4153,560.55,1.71,297.75,Fall,415300
4154,515.15,1.76,49.3,Fall,415400
4155,511.84,1.73,11.51,Fall,415500
4156,512.71,1.72,7.16,Fall,415600
4157,509.76,1.71,2.5,Fall,415700
4158,510.81,1.71,3.8,Fall,415800
4159,513.27,1.71,3.46,Fall,415900
4160,511.53,1.72,3.54,Fall,416000
4161,509.74,1.72,1.83,Fall,416100
4162,509.02,1.71,2.52,Fall,416200
4163,507.81,1.71,2.76,Fall,416300
4164,510.13,1.71,3.29,Fall,416400
4165,512.55,1.71,1.93,Fall,416500
4166,510.74,1.71,2.96,Fall,416600
4167,507.11,1.71,3.83,Fall,416700
4168,499.81,1.67,103.8,Fall,416800
4169,497.84,1.09,415.96,Fall,416900
4170,503.8,0.54,13.49,Fall,417000
4171,506.33,0.54,3.34,Fall,417100
4172,506.36,0.54,2.86,Fall,417200
4173,505.96,0.54,2.65,Fall,417300
4174,505.77,0.54,2.82,Fall,417400
4175,505.7,0.54,3.51,Fall,417500
4176,505.77,0.54,3.64,Fall,417600
4177,505.36,0.54,7.51,Fall,417700
4178,506.64,0.52,16.88,Fall,417800
4179,523.76,0.47,107.99,Fall,417900
4180,547.34,0.3,116.96,Fall,418000
4181,534.09,0.3,99.79,Fall,418100
4182,626.56,0.63,432.72,Fall,418200
4183,597.33,1.24,486.81,Fall,418300
4184,537.89,1.62,254.56,Fall,418400
4185,565.68,1.64,199.19,Fall,418500
4186,509.69,1.67,15.2,Fall,418600
4187,509.84,1.67,7.49,Fall,418700
4188,509.58,1.67,3.08,Fall,418800
4189,509.54,1.67,1.69,Fall,418900
4190,509.44,1.67,1.47,Fall,419000
4191,509.3,1.67,1.45,Fall,419100
4192,509.39,1.67,1.46,Fall,419200
4193,509.3,1.67,1.43,Fall,419300
4194,509.09,1.67,1.11,Fall,419400
4195,509.09,1.67,0.93,Fall,419500
4196,509.38,1.67,1.14,Fall,419600
4197,509.41,1.67,1.08,Fall,419700
4198,501.43,1.63,108.81,Fall,419800
4199,497.03,1.08,435.74,Fall,419900
4200,503.05,0.57,14.14,Fall,420000
4201,505.6,0.57,2.6,Fall,420100
4202,505.11,0.57,4.71,Fall,420200
4203,504.53,0.58,5.33,Fall,420300
4204,505.17,0.58,6.86,Fall,420400
4205,506.66,0.55,20.62,Fall,420500
4206,503.28,0.53,34.34,Fall,420600
4207,521.0,0.45,92.83,Fall,420700
4208,538.26,0.25,120.3,Fall,420800
4209,517.25,0.18,59.64,Fall,420900
4210,531.52,0.28,56.86,Fall,421000
4211,512.08,0.32,91.11,Fall,421100
4212,556.05,0.66,474.92,Fall,421200
4213,596.77,1.33,502.17,Fall,421300
4214,561.85,1.58,206.5,Fall,421400
4215,541.89,1.59,161.36,Fall,421500
4216,506.52,1.69,51.07,Fall,421600
4217,509.66,1.69,6.86,Fall,421700
4218,509.78,1.7,2.65,Fall,421800
4219,509.87,1.7,1.34,Fall,421900
4220,509.86,1.7,1.07,Fall,422000
4221,509.74,1.7,0.97,Fall,422100
4222,509.58,1.7,1.01,Fall,422200
4223,509.8,1.7,1.21,Fall,422300
4224,510.0,1.7,1.54,Fall,422400
4225,509.84,1.7,2.07,Fall,422500
4226,509.9,1.7,2.04,Fall,422600
4227,510.05,1.7,1.94,Fall,422700
4228,501.16,1.66,112.55,Fall,422800
4229,496.5,1.14,451.48,Fall,422900
4230,503.41,0.66,14.78,Fall,423000
4231,506.04,0.66,4.46,Fall,423100
4232,505.8,0.66,3.96,Fall,423200
4233,505.82,0.66,5.98,Fall,423300
4234,504.81,0.67,11.18,Fall,423400
4235,508.73,0.62,39.64,Fall,423500
4236,517.92,0.51,53.57,Fall,423600
4237,536.11,0.35,112.29,Fall,423700
4238,505.52,0.22,126.81,Fall,423800
4239,504.92,0.24,131.95,Fall,423900
4240,532.34,0.44,134.1,Fall,424000
4241,509.2,0.6,63.45,Fall,424100
4242,532.98,0.59,146.03,Fall,424200
4243,575.65,0.42,165.03,Fall,424300
4244,603.64,0.44,214.39,Fall,424400
4245,667.39,1.22,501.26,Fall,424500
4246,620.78,1.75,332.9,Fall,424600
4247,517.31,1.64,42.52,Fall,424700
4248,509.14,1.61,4.4,Fall,424800
4249,509.57,1.61,2.01,Fall,424900
4250,509.25,1.61,1.98,Fall,425000
4251,509.39,1.61,2.07,Fall,425100
4252,509.82,1.61,1.81,Fall,425200
4253,510.16,1.61,1.79,Fall,425300
4254,510.09,1.61,1.72,Fall,425400
4255,509.69,1.61,1.53,Fall,425500
4256,509.78,1.61,1.45,Fall,425600
4257,509.73,1.61,1.45,Fall,425700
4258,505.09,1.57,88.49,Fall,425800
4259,504.59,0.79,358.13,Fall,425900
4260,526.41,0.09,53.86,Fall,426000
4261,546.77,0.19,100.28,Fall,426100
4262,512.96,0.31,167.42,Fall,426200
4263,569.46,0.27,194.7,Fall,426300
4264,584.41,0.26,205.61,Fall,426400
4265,590.38,0.28,221.12,Fall,426500
4266,644.59,0.23,194.98,Fall,426600
4267,587.98,0.27,199.31,Fall,426700
4268,606.01,0.24,195.41,Fall,426800
4269,559.11,0.29,210.89,Fall,426900
4270,560.64,0.28,200.36,Fall,427000
4271,602.01,0.24,200.3,Fall,427100
4272,603.28,0.27,220.21,Fall,427200
4273,647.75,0.22,195.61,Fall,427300
4274,571.05,0.28,207.88,Fall,427400
4275,590.47,0.24,192.74,Fall,427500
4276,603.68,0.31,220.42,Fall,427600
4277,817.38,0.93,938.3,Fall,427700
4278,880.67,2.04,1001.0,Fall,427800
4279,588.19,2.82,339.53,Fall,427900
4280,520.78,2.91,14.85,Fall,428000
4281,521.55,2.9,16.17,Fall,428100
4282,520.99,2.9,16.87,Fall,428200
4283,520.8,2.89,7.99,Fall,428300
4284,521.1,2.89,2.63,Fall,428400
4285,520.86,2.89,2.59,Fall,428500
4286,520.77,2.89,2.34,Fall,428600
4287,520.79,2.88,2.49,Fall,428700
4288,509.02,2.81,124.99,Fall,428800
4289,509.28,1.41,509.67,Fall,428900
4290,478.33,0.18,105.45,Fall,429000
4291,524.11,0.28,168.48,Fall,429100
4292,605.28,0.22,171.59,Fall,429200
4293,535.88,0.24,213.15,Fall,429300
4294,569.38,0.25,222.02,Fall,429400
4295,563.62,0.25,205.87,Fall,429500
4296,568.22,0.28,210.61,Fall,429600
4297,617.47,0.23,223.58,Fall,429700
4298,607.39,0.25,233.98,Fall,429800
4299,634.59,0.24,208.27,Fall,429900
4300,579.93,0.27,236.03,Fall,430000
4301,633.32,0.26,236.95,Fall,430100
4302,606.16,0.24,217.33,Fall,430200
4303,602.41,0.25,211.91,Fall,430300
4304,629.0,0.23,228.81,Fall,430400
4305,596.01,0.3,253.42,Fall,430500
4306,566.76,0.36,239.56,Fall,430600
4307,612.46,0.72,469.6,Fall,430700
4308,822.12,1.61,828.33,Fall,430800
4309,709.72,1.94,586.68,Fall,430900
4310,513.18,1.74,48.79,Fall,431000
4311,510.66,1.73,4.38,Fall,431100
4312,510.71,1.72,3.71,Fall,431200
4313,511.02,1.72,3.73,Fall,431300
4314,510.81,1.71,2.71,Fall,431400
4315,510.96,1.71,1.62,Fall,431500
4316,511.06,1.71,1.59,Fall,431600
4317,510.85,1.71,1.33,Fall,431700
4318,506.33,1.67,89.71,Fall,431800
4319,497.42,0.87,373.75,Fall,431900
4320,468.06,0.21,103.63,Fall,432000
4321,517.02,0.27,151.11,Fall,432100
4322,558.17,0.25,201.26,Fall,432200
4323,552.22,0.27,220.59,Fall,432300
4324,611.43,0.23,194.4,Fall,432400
4325,560.95,0.28,219.77,Fall,432500
4326,593.46,0.26,223.9,Fall,432600
4327,601.27,0.22,201.4,Fall,432700
4328,580.1,0.25,198.47,Fall,432800
4329,601.63,0.25,231.3,Fall,432900
4330,576.1,0.28,236.44,Fall,433000
4331,637.97,0.23,194.09,Fall,433100
4332,603.29,0.25,197.71,Fall,433200
4333,640.44,0.23,202.91,Fall,433300
4334,601.28,0.23,207.48,Fall,433400
4335,558.58,0.26,188.46,Fall,433500
4336,589.04,0.26,212.23,Fall,433600
4337,551.55,0.43,284.18,Fall,433700
4338,628.13,0.74,379.5,Fall,433800
4339,900.51,1.72,1005.47,Fall,433900
4340,817.87,2.37,828.76,Fall,434000
4341,516.39,2.2,66.58,Fall,434100
4342,516.44,2.18,17.29,Fall,434200
4343,516.79,2.19,4.95,Fall,434300
4344,516.46,2.19,4.2,Fall,434400
4345,516.23,2.18,3.8,Fall,434500
4346,516.54,2.17,2.61,Fall,434600
4347,516.45,2.17,2.19,Fall,434700
4348,507.56,2.12,112.15,Fall,434800
4349,497.68,1.08,450.39,Fall,434900
4350,486.33,0.16,60.31,Fall,435000
4351,482.09,0.3,108.62,Fall,435100
4352,550.32,0.27,158.63,Fall,435200
4353,588.37,0.21,174.6,Fall,435300
4354,540.31,0.27,208.31,Fall,435400
4355,586.09,0.24,195.15,Fall,435500
4356,551.27,0.25,183.29,Fall,435600
4357,547.81,0.24,172.57,Fall,435700
4358,602.72,0.22,169.11,Fall,435800
4359,575.83,0.24,183.19,Fall,435900
4360,629.14,0.22,180.24,Fall,436000
4361,563.35,0.28,205.84,Fall,436100
4362,558.47,0.25,186.85,Fall,436200
4363,610.38,0.18,146.5,Fall,436300
4364,616.04,0.2,173.63,Fall,436400
4365,665.34,0.18,155.62,Fall,436500
4366,586.06,0.24,164.07,Fall,436600
4367,556.16,0.23,152.8,Fall,436700
4368,549.27,0.24,193.55,Fall,436800
4369,518.2,0.42,315.47,Fall,436900
4370,724.91,1.02,648.47,Fall,437000
4371,738.59,1.68,632.15,Fall,437100
4372,540.42,1.69,238.0,Fall,437200
4373,508.27,1.54,11.22,Fall,437300
4374,506.56,1.54,6.56,Fall,437400
4375,506.36,1.53,3.04,Fall,437500
4376,506.29,1.54,2.28,Fall,437600
4377,505.87,1.53,2.4,Fall,437700
4378,500.13,1.5,77.14,Fall,437800
4379,514.73,0.87,345.96,Fall,437900
4380,576.17,0.25,180.79,Fall,438000
4381,534.33,0.25,202.5,Fall,438100
4382,536.0,0.26,202.27,Fall,438200
4383,566.42,0.29,211.67,Fall,438300
4384,596.91,0.28,229.06,Fall,438400
4385,652.94,0.26,207.99,Fall,438500
4386,597.39,0.27,226.86,Fall,438600
4387,617.06,0.26,216.8,Fall,438700
4388,558.47,0.27,226.3,Fall,438800
4389,545.13,0.25,204.4,Fall,438900
4390,583.25,0.24,179.25,Fall,439000
4391,618.09,0.24,205.3,Fall,439100
4392,673.83,0.23,188.53,Fall,439200
4393,610.25,0.23,192.22,Fall,439300
4394,611.83,0.24,191.27,Fall,439400
4395,533.2,0.26,206.37,Fall,439500
4396,477.33,0.28,192.25,Fall,439600
4397,557.11,0.55,334.57,Fall,439700
4398,767.38,1.49,752.45,Fall,439800
4399,780.43,2.15,576.71,Fall,439900
4400,564.47,2.18,189.35,Fall,440000
4401,521.59,2.23,30.98,Fall,440100
4402,522.2,2.22,8.74,Fall,440200
4403,521.83,2.21,5.26,Fall,440300
4404,521.54,2.2,4.64,Fall,440400
4405,521.4,2.2,3.8,Fall,440500
4406,520.87,2.2,2.09,Fall,440600
4407,520.91,2.19,4.16,Fall,440700
4408,513.78,2.14,106.62,Fall,440800
4409,505.81,1.13,427.86,Fall,440900
4410,506.23,0.17,14.06,Fall,441000
4411,508.01,0.18,6.36,Fall,441100
4412,506.28,0.19,5.68,Fall,441200
4413,503.64,0.19,3.16,Fall,441300
4414,502.85,0.18,2.52,Fall,441400
4415,502.99,0.18,2.03,Fall,441500
4416,502.95,0.18,4.62,Fall,441600
4417,496.01,0.21,15.54,Fall,441700
4418,498.77,0.25,19.8,Fall,441800
4419,513.08,0.28,21.17,Fall,441900
4420,512.69,0.31,19.31,Fall,442000
4421,506.17,0.33,13.89,Fall,442100
4422,504.1,0.35,12.43,Fall,442200
4423,503.02,0.38,14.1,Fall,442300
4424,504.45,0.41,16.97,Fall,442400
4425,498.13,0.45,22.29,Fall,442500
4426,490.81,0.48,22.72,Fall,442600
4427,495.33,0.47,23.49,Fall,442700
4428,465.06,0.42,104.77,Fall,442800
4429,582.55,0.66,447.93,Fall,442900
4430,675.16,1.4,509.33,Fall,443000
4431,569.22,1.89,202.6,Fall,443100
4432,536.79,1.95,185.39,Fall,443200
4433,536.41,1.73,192.43,Fall,443300
4434,520.9,1.49,62.33,Fall,443400
4435,518.71,1.48,6.94,Fall,443500
4436,517.55,1.48,3.01,Fall,443600
4437,518.24,1.48,2.16,Fall,443700
4438,515.3,1.44,76.86,Fall,443800
4439,506.55,0.79,308.63,Fall,443900
4440,502.34,0.17,12.21,Fall,444000
4441,501.34,0.18,23.55,Fall,444100
4442,519.22,0.2,48.74,Fall,444200
4443,508.94,0.26,63.14,Fall,444300
4444,496.08,0.29,47.03,Fall,444400
4445,511.42,0.23,34.07,Fall,444500
4446,512.27,0.26,101.18,Fall,444600
4447,489.94,0.48,184.77,Fall,444700
4448,653.91,1.19,637.49,Fall,444800
4449,704.64,1.74,653.25,Fall,444900
4450,540.06,1.66,280.35,Fall,445000
4451,521.83,1.6,37.54,Fall,445100
4452,535.34,1.59,21.69,Fall,445200
4453,533.06,1.58,22.95,Fall,445300
4454,523.08,1.58,11.43,Fall,445400
4455,519.24,1.57,9.51,Fall,445500
4456,517.74,1.57,6.05,Fall,445600
4457,519.05,1.57,4.67,Fall,445700
4458,517.01,1.57,8.22,Fall,445800
4459,513.37,1.58,9.56,Fall,445900
4460,518.08,1.59,8.31,Fall,446000
4461,524.19,1.59,3.26,Fall,446100
4462,523.94,1.58,4.0,Fall,446200
4463,522.58,1.58,3.24,Fall,446300
4464,522.7,1.58,3.41,Fall,446400
4465,522.38,1.58,3.34,Fall,446500
4466,521.68,1.58,2.37,Fall,446600
4467,521.53,1.58,2.01,Fall,446700
4468,517.32,1.54,83.47,Fall,446800
4469,507.72,0.84,335.3,Fall,446900
4470,503.43,0.17,11.16,Fall,447000
4471,503.12,0.16,4.19,Fall,447100
4472,501.4,0.16,4.67,Fall,447200
4473,505.1,0.16,9.3,Fall,447300
4474,511.35,0.16,14.32,Fall,447400
4475,516.33,0.14,43.41,Fall,447500
4476,492.68,0.17,54.82,Fall,447600
4477,504.39,0.22,52.08,Fall,447700
4478,522.47,0.22,31.75,Fall,447800
4479,502.77,0.22,23.02,Fall,447900
4480,503.82,0.24,29.93,Fall,448000
4481,506.9,0.32,73.24,Fall,448100
4482,477.39,0.49,93.07,Fall,448200
4483,441.25,0.89,263.92,Fall,448300
4484,602.92,1.51,579.99,Fall,448400
4485,648.99,1.64,439.67,Fall,448500
4486,532.69,1.39,54.06,Fall,448600
4487,528.97,1.36,21.68,Fall,448700
4488,527.03,1.36,23.65,Fall,448800
4489,525.0,1.36,20.48,Fall,448900
4490,517.72,1.36,4.73,Fall,449000
4491,517.64,1.36,3.76,Fall,449100
4492,517.67,1.36,3.38,Fall,449200
4493,518.2,1.36,3.32,Fall,449300
4494,518.45,1.36,2.29,Fall,449400
4495,519.3,1.36,2.94,Fall,449500
4496,520.93,1.36,4.8,Fall,449600
4497,521.08,1.36,5.94,Fall,449700
4498,514.61,1.33,82.52,Fall,449800
4499,482.5,0.67,310.94,Fall,449900
4500,424.83,0.08,52.27,Fall,450000
4501,427.25,0.09,43.35,Fall,450100
4502,483.61,0.07,24.83,Fall,450200
4503,503.54,0.07,8.65,Fall,450300
4504,504.49,0.07,9.33,Fall,450400
4505,504.93,0.07,8.49,Fall,450500
4506,497.74,0.07,7.53,Fall,450600
4507,498.07,0.07,20.06,Fall,450700
4508,500.95,0.13,69.82,Fall,450800
4509,508.16,0.15,69.74,Fall,450900
4510,508.35,0.13,27.26,Fall,451000
4511,505.4,0.14,37.24,Fall,451100
4512,505.85,0.2,61.91,Fall,451200
4513,568.26,0.23,140.55,Fall,451300
4514,772.1,0.54,412.56,Fall,451400
4515,753.44,1.3,469.31,Fall,451500
4516,553.43,1.72,257.21,Fall,451600
4517,508.79,1.7,35.01,Fall,451700
4518,512.18,1.71,31.01,Fall,451800
4519,513.54,1.7,19.72,Fall,451900
4520,514.07,1.68,10.89,Fall,452000
4521,513.99,1.67,13.67,Fall,452100
4522,513.25,1.67,10.86,Fall,452200
4523,514.45,1.67,4.97,Fall,452300
4524,514.19,1.66,5.11,Fall,452400
4525,514.7,1.66,4.49,Fall,452500
4526,514.07,1.65,4.62,Fall,452600
4527,512.94,1.65,4.04,Fall,452700
4528,508.21,1.61,89.58,Fall,452800
4529,502.25,0.81,357.37,Fall,452900
4530,503.29,0.05,11.53,Fall,453000
4531,505.28,0.05,3.39,Fall,453100
4532,505.08,0.05,2.88,Fall,453200
4533,506.38,0.05,2.73,Fall,453300
4534,504.75,0.05,4.86,Fall,453400
4535,499.43,0.04,9.09,Fall,453500
4536,506.47,0.07,31.06,Fall,453600
4537,510.43,0.12,34.03,Fall,453700
4538,501.27,0.13,47.26,Fall,453800
4539,498.03,0.14,33.57,Fall,453900
4540,506.43,0.11,37.26,Fall,454000
4541,517.9,0.07,41.44,Fall,454100
4542,526.54,0.14,71.52,Fall,454200
4543,549.93,0.27,86.23,Fall,454300
4544,689.96,0.53,341.04,Fall,454400
4545,664.51,1.08,470.05,Fall,454500
4546,519.04,1.63,305.4,Fall,454600
4547,515.13,1.77,72.84,Fall,454700
4548,510.37,1.7,11.03,Fall,454800
4549,512.09,1.7,7.75,Fall,454900
4550,510.07,1.69,9.83,Fall,455000
